page,page_num,n_runs_found,n_valid_runs,winner_filename,selection_tier,confidence,winner_score,reason,all_scores,ocr_file_found,timestamp
page_25,25,4,4,page_25_semantic_4.csv,TIER2,high,63.94,Run 4 has the most accurate semantic extraction with no noticeable errors and matches closely with the raw text.,page_25_semantic_1.csv=63.9; page_25_semantic_2.csv=63.8; page_25_semantic_3.csv=63.8; page_25_semantic_4.csv=63.9,True,2026-06-09T18:54:37.637995
page_26,26,4,3,page_26_semantic_2.csv,TIER2,high,59.12,"Run 2 captures the content accurately and completely with fewer errors compared to Run 3, which has typos, and Run 1, which lacks the address section.",page_26_semantic_1.csv=59.1; page_26_semantic_2.csv=59.1; page_26_semantic_3.csv=59.1; page_26_semantic_4.csv=51.5,True,2026-06-09T18:54:44.091417
page_27,27,5,5,page_27_semantic_2.csv,TIER2,medium,46.76,"Run 2 contains 'Silvio Ferraboschi' as the name, aligns well with the OCR text, captures additional info comprehensively, and includes 'VENEZIA' which hints at potential geographical data integration even with no explicit address.",page_27_semantic_1.csv=46.8; page_27_semantic_2.csv=46.8; page_27_semantic_3.csv=46.8; page_27_semantic_4.csv=46.8; page_27_semantic_5.csv=46.8,True,2026-06-09T18:54:51.630105
page_28,28,4,3,page_28_semantic_4.csv,TIER2,high,52.6,Run 3 is the most accurate and has no misspellings or omitted content compared to the original OCR text.,page_28_semantic_1.csv=52.6; page_28_semantic_2.csv=45.6; page_28_semantic_3.csv=52.6; page_28_semantic_4.csv=52.6,True,2026-06-09T18:54:57.904967
page_29,29,4,4,page_29_semantic_3.csv,TIER2,high,53.48,Run 3 provides the most complete and accurate transcription of the categories and pages with no apparent errors.,page_29_semantic_1.csv=53.5; page_29_semantic_2.csv=45.3; page_29_semantic_3.csv=53.5; page_29_semantic_4.csv=53.4,True,2026-06-09T18:55:04.690375
page_30,30,4,4,page_30_semantic_1.csv,TIER2,high,50.27,"Run 1 captures the full address format correctly and includes the most comprehensive list of additional information, including the representation details and all services offered.",page_30_semantic_1.csv=50.3; page_30_semantic_2.csv=50.3; page_30_semantic_3.csv=50.3; page_30_semantic_4.csv=50.3,True,2026-06-09T18:55:12.064873
page_31,31,4,4,page_31_semantic_4.csv,TIER2,medium,50.32,"Run 4 includes the most detailed description and captures the additional information about 'Grandi magazzini' and 'Mercerie S. Giuliano', but lacks a specific Venetian address.",page_31_semantic_1.csv=50.3; page_31_semantic_2.csv=50.3; page_31_semantic_3.csv=50.3; page_31_semantic_4.csv=50.3,True,2026-06-09T18:55:19.771909
page_32,32,4,4,page_32_semantic_1.csv,TIER2,high,60.18,"Run 1 accurately captures the categories with correct pagination and minimal errors, suitable for geocoding tasks.",page_32_semantic_1.csv=60.2; page_32_semantic_2.csv=60.0; page_32_semantic_3.csv=60.2; page_32_semantic_4.csv=49.2,True,2026-06-09T18:55:27.626754
page_33,33,4,3,page_33_semantic_3.csv,TIER2,medium,58.47,"Run 3 has the most complete and accurate content, with more rows and corrections like 'Pietre artificiali'.",page_33_semantic_1.csv=56.7; page_33_semantic_2.csv=56.7; page_33_semantic_3.csv=58.5; page_33_semantic_4.csv=50.4,True,2026-06-09T18:55:34.054559
page_34,34,4,3,page_34_semantic_1.csv,TIER2,high,54.33,"Run 1 contains accurate and complete extractions with correctly transcribed entries and fewer errors compared to Run 2, which had multiple spelling mistakes.",page_34_semantic_1.csv=54.3; page_34_semantic_2.csv=44.4; page_34_semantic_3.csv=54.4; page_34_semantic_4.csv=54.3,True,2026-06-09T18:55:40.138485
page_35,35,4,3,page_35_semantic_1.csv,TIER2,medium,51.3,"Run 1 captures 'Trasporti fluviali' on the correct page 168 and includes 'Tuvazioni industriali' accurately, unlike Run 3, which contains several errors.",page_35_semantic_1.csv=51.3; page_35_semantic_2.csv=45.3; page_35_semantic_3.csv=51.3; page_35_semantic_4.csv=51.3,True,2026-06-09T18:55:47.951126
page_36,36,3,3,page_36_semantic_2.csv,TIER2,low,66.51,"None of the runs include Venetian addresses, but Run 2 contains more complete descriptions and additional context for each person.",page_36_semantic_1.csv=65.6; page_36_semantic_2.csv=66.5; page_36_semantic_3.csv=65.6,True,2026-06-09T18:55:54.198491
page_37,37,3,3,page_37_semantic_3.csv,TIER2,high,55.1,"Run 3 has fewer errors, more accurate addresses, and captures the details of Venetian and other locations well.",page_37_semantic_1.csv=55.1; page_37_semantic_2.csv=55.8; page_37_semantic_3.csv=55.1,True,2026-06-09T18:56:00.648383
page_38,38,3,0,page_38_semantic_1.csv,FAILED,low,30.24,all_runs_excluded_picked_most_rows,page_38_semantic_1.csv=30.2; page_38_semantic_2.csv=30.2; page_38_semantic_3.csv=30.2,True,2026-06-09T18:56:03.823302
page_39,39,3,3,page_39_semantic_1.csv,TIER2,high,61.78,"Run 1 captures all entries with accurate roles and additional information, matching the original text completely.",page_39_semantic_1.csv=61.8; page_39_semantic_2.csv=61.8; page_39_semantic_3.csv=61.8,True,2026-06-09T18:56:10.740960
page_40,40,3,3,page_40_semantic_2.csv,TIER2,high,48.68,Run 2 provides the most accurate transcription of names and addresses with minimal formatting errors and includes the phone number under Additional Info.,page_40_semantic_1.csv=48.7; page_40_semantic_2.csv=48.7; page_40_semantic_3.csv=48.7,True,2026-06-09T18:56:17.581807
page_41,41,1,1,page_41_semantic_1.csv,SINGLE,high,50.1,only_one_run,page_41_semantic_1.csv=50.1,True,2026-06-09T18:56:21.437387
page_42,42,3,2,page_42_semantic_1.csv,TIER2,high,71.1,"Both runs are identical, so either can be chosen as the winner.",page_42_semantic_1.csv=71.1; page_42_semantic_2.csv=71.2; page_42_semantic_3.csv=41.1,True,2026-06-09T18:56:27.375468
page_43,43,3,2,page_43_semantic_2.csv,TIER2,high,57.75,"Both runs are identical, so either can be chosen; run 2 is selected.",page_43_semantic_1.csv=57.8; page_43_semantic_2.csv=57.8; page_43_semantic_3.csv=27.8,True,2026-06-09T18:56:33.825713
page_44,44,3,3,page_44_semantic_2.csv,TIER2,high,34.22,"Run 2 best captures the detailed names and roles without redundant address repetition, making it more suitable for semantic extraction.",page_44_semantic_1.csv=54.6; page_44_semantic_2.csv=34.2; page_44_semantic_3.csv=54.6,True,2026-06-09T18:56:40.790060
page_45,45,3,3,page_45_semantic_2.csv,TIER2,medium,59.75,"Run 2 has the most accurate capture of names and sestiere information, correcting 'Cendon du. Giuseppe' to 'Cendon dr. Giuseppe', and including 'San Servolo' in addresses where applicable, despite some inconsistencies in address representation.",page_45_semantic_1.csv=58.5; page_45_semantic_2.csv=59.8; page_45_semantic_3.csv=58.8,True,2026-06-09T18:56:47.656716
page_46,46,3,3,page_46_semantic_1.csv,TIER2,high,56.77,"Run 1 accurately captures the full address, categories, and additional information with no errors or omissions.",page_46_semantic_1.csv=56.8; page_46_semantic_2.csv=56.8; page_46_semantic_3.csv=56.8,True,2026-06-09T18:56:55.694210
page_47,47,3,3,page_47_semantic_2.csv,TIER2,high,52.6,"Runs 1 and 2 are identical and accurately capture all the information with correct formatting and no errors, while Run 3 has minor typographic errors in the 'Additional Info' field.",page_47_semantic_1.csv=52.6; page_47_semantic_2.csv=52.6; page_47_semantic_3.csv=52.6,True,2026-06-09T18:57:05.161911
page_48,48,3,3,page_48_semantic_3.csv,TIER2,high,52.16,"Run 3 is the most complete and accurate representation, aligning with the raw transcription and capturing essential details including Venetian addresses.",page_48_semantic_1.csv=52.2; page_48_semantic_2.csv=51.3; page_48_semantic_3.csv=52.2,True,2026-06-09T18:57:11.613515
page_49,49,3,3,page_49_semantic_2.csv,TIER2,medium,56.54,"Run 2 correctly identifies more unique addresses and recognized some locations like Mestre and Zelarino, which are valuable for geocoding, but lacks specific Venetian addresses.",page_49_semantic_1.csv=55.8; page_49_semantic_2.csv=56.5; page_49_semantic_3.csv=55.8,True,2026-06-09T18:57:18.372480
page_50,50,3,3,page_50_semantic_2.csv,TIER2,medium,59.64,"Run 2 correctly identifies the role and location without repetitive erroneous sections, despite not capturing all details perfectly.",page_50_semantic_1.csv=58.9; page_50_semantic_2.csv=59.6; page_50_semantic_3.csv=58.9,True,2026-06-09T18:57:25.949624
page_51,51,3,3,page_51_semantic_2.csv,TIER2,high,45.86,Run 2 accurately captures and structures the most complete set of addresses and relevant information without errors present in the other runs.,page_51_semantic_1.csv=46.7; page_51_semantic_2.csv=45.9; page_51_semantic_3.csv=46.7,True,2026-06-09T18:57:33.030229
page_52,52,3,3,page_52_semantic_3.csv,TIER2,high,62.45,"Run 3 contains the most complete and accurate names and addresses with fewer formatting errors, which is crucial for the geocoding task.",page_52_semantic_1.csv=62.1; page_52_semantic_2.csv=62.1; page_52_semantic_3.csv=62.5,True,2026-06-09T18:57:39.783733
page_53,53,3,3,page_53_semantic_3.csv,TIER2,medium,57.35,Run 3 captures most location details accurately and has fewer errors in names and addresses compared to the others.,page_53_semantic_1.csv=57.4; page_53_semantic_2.csv=57.4; page_53_semantic_3.csv=57.4,True,2026-06-09T18:57:47.966476
page_54,54,3,3,page_54_semantic_2.csv,TIER2,medium,57.76,"Run 2 is the most complete with correct roles and addresses relative to the provided text, while other runs consistently assign incorrect roles and fail to capture the unique information related to each person.",page_54_semantic_1.csv=59.1; page_54_semantic_2.csv=57.8; page_54_semantic_3.csv=59.1,True,2026-06-09T18:57:55.953114
page_55,55,3,3,page_55_semantic_2.csv,TIER2,medium,54.06,"Run 2 contains more complete semantic details and multiple correct Venetian addresses, important for geocoding tasks.",page_55_semantic_1.csv=54.4; page_55_semantic_2.csv=54.1; page_55_semantic_3.csv=54.4,True,2026-06-09T18:58:02.171617
page_56,56,3,3,page_56_semantic_1.csv,TIER2,low,60.81,"Despite errors and inconsistencies, Run 1 captures the most Venetian addresses, which are valuable for geocoding.",page_56_semantic_1.csv=60.8; page_56_semantic_2.csv=60.8; page_56_semantic_3.csv=59.9,True,2026-06-09T18:58:08.958560
page_57,57,3,3,page_57_semantic_3.csv,TIER2,high,56.68,"Run 3 provides the most complete and accurate extraction of names, addresses, roles, and associated offices, crucial for geocoding and understanding the document's content.",page_57_semantic_1.csv=56.7; page_57_semantic_2.csv=56.7; page_57_semantic_3.csv=56.7,True,2026-06-09T18:58:15.811108
page_58,58,3,3,page_58_semantic_1.csv,TIER2,medium,57.91,"Run 1 is most complete with correct Venetian addresses, but still contains errors like duplicate addresses.",page_58_semantic_1.csv=57.9; page_58_semantic_2.csv=67.8; page_58_semantic_3.csv=57.9,True,2026-06-09T18:58:22.578861
page_59,59,3,3,page_59_semantic_2.csv,TIER2,high,24.18,"Run 2 provides the most complete extraction, including addresses from various sections that are valuable for geocoding and minimizes errors in names and roles.",page_59_semantic_1.csv=47.7; page_59_semantic_2.csv=24.2; page_59_semantic_3.csv=47.7,True,2026-06-09T18:58:30.913725
page_60,60,3,3,page_60_semantic_3.csv,TIER2,medium,65.82,"Run 3 captures more complete and varied details such as professions and sections, providing valuable contexts, despite some inaccuracies.",page_60_semantic_1.csv=52.1; page_60_semantic_2.csv=52.1; page_60_semantic_3.csv=65.8,True,2026-06-09T18:58:37.405638
page_61,61,3,3,page_61_semantic_1.csv,TIER2,medium,58.08,"Run 1 most accurately captures the names and roles with appropriate labeling and includes Venetian addresses, although some errors are present.",page_61_semantic_1.csv=58.1; page_61_semantic_2.csv=58.1; page_61_semantic_3.csv=57.8,True,2026-06-09T18:58:43.679295
page_62,62,3,3,page_62_semantic_2.csv,TIER2,high,40.02,"Run 2 is the most complete, accurately captures addresses, and includes professions, enhancing the semantic extraction quality.",page_62_semantic_1.csv=41.1; page_62_semantic_2.csv=40.0; page_62_semantic_3.csv=41.1,True,2026-06-09T18:58:49.816458
page_63,63,3,3,page_63_semantic_3.csv,TIER2,high,65.72,"Run 3 contains the most accurate address transcriptions and correctly parsed names, crucial for geocoding tasks.",page_63_semantic_1.csv=65.4; page_63_semantic_2.csv=72.6; page_63_semantic_3.csv=65.7,True,2026-06-09T18:58:58.623446
page_64,64,3,3,page_64_semantic_3.csv,TIER2,medium,57.42,Run 3 has the most entries with valid Venetian addresses and captures the roles and names accurately.,page_64_semantic_1.csv=56.7; page_64_semantic_2.csv=56.7; page_64_semantic_3.csv=57.4,True,2026-06-09T18:59:05.791147
page_65,65,3,3,page_65_semantic_3.csv,TIER2,high,60.83,"Run 3 correctly captures the addresses, names, and roles with minimal errors and more accurately represents the content as seen in the OCR text.",page_65_semantic_1.csv=60.8; page_65_semantic_2.csv=60.8; page_65_semantic_3.csv=60.8,True,2026-06-09T18:59:12.038610
page_66,66,3,3,page_66_semantic_2.csv,TIER2,low,55.04,Run 2 has the least errors in both names and addresses despite some inconsistencies.,page_66_semantic_1.csv=55.0; page_66_semantic_2.csv=55.0; page_66_semantic_3.csv=55.0,True,2026-06-09T18:59:17.930942
page_67,67,3,3,page_67_semantic_1.csv,TIER2,medium,49.42,"Run 1 captures more Venetian addresses with a higher level of detail, making it more valuable for geocoding despite some incorrect address interpretations.",page_67_semantic_1.csv=49.4; page_67_semantic_2.csv=47.9; page_67_semantic_3.csv=49.4,True,2026-06-09T18:59:24.665618
page_68,68,3,3,page_68_semantic_2.csv,TIER2,high,57.49,"Run 2 correctly captures multiple unique Venetian addresses, which are essential for the geocoding task, and has no major errors unlike Run 3 with incorrect addresses and Run 1 that duplicated an address extensively.",page_68_semantic_1.csv=57.5; page_68_semantic_2.csv=57.5; page_68_semantic_3.csv=57.5,True,2026-06-09T18:59:31.672902
page_69,69,3,3,page_69_semantic_1.csv,TIER2,medium,60.32,"Run 1 has the most accurate addresses and detailed roles, although it contains repetitive errors in place names attributed to roles.",page_69_semantic_1.csv=60.3; page_69_semantic_2.csv=60.3; page_69_semantic_3.csv=60.3,True,2026-06-09T18:59:38.444110
page_70,70,3,3,page_70_semantic_3.csv,TIER2,low,51.06,"Run 3 best matches individuals with roles, although data entries have significant errors and inconsistencies.",page_70_semantic_1.csv=58.4; page_70_semantic_2.csv=58.4; page_70_semantic_3.csv=51.1,True,2026-06-09T18:59:44.910850
page_71,71,3,3,page_71_semantic_3.csv,TIER2,medium,56.6,"Run 3 captures more accurate addresses and roles, but still has some address inconsistencies.",page_71_semantic_1.csv=56.0; page_71_semantic_2.csv=56.0; page_71_semantic_3.csv=56.6,True,2026-06-09T18:59:52.487152
page_72,72,3,3,page_72_semantic_1.csv,TIER2,medium,54.2,"Run 1 accurately captures the content and uses correct names and addresses with consistent roles and professions, though all runs have minor errors.",page_72_semantic_1.csv=54.2; page_72_semantic_2.csv=54.2; page_72_semantic_3.csv=54.2,True,2026-06-09T18:59:59.350034
page_73,73,3,3,page_73_semantic_2.csv,TIER2,high,50.92,"Run 2 captures the most precise names, correct roles, and uses consistent address format with minimal transcription errors.",page_73_semantic_1.csv=50.4; page_73_semantic_2.csv=50.9; page_73_semantic_3.csv=50.4,True,2026-06-09T19:00:07.858641
page_74,74,3,3,page_74_semantic_3.csv,TIER2,medium,58.32,"Run 3 captures multiple addresses and correct roles without unnecessary repetition, despite having some spelling variations.",page_74_semantic_1.csv=58.4; page_74_semantic_2.csv=58.4; page_74_semantic_3.csv=58.3,True,2026-06-09T19:00:13.862123
page_75,75,3,3,page_75_semantic_3.csv,TIER2,high,60.15,"Run 3 captures the most complete and accurate semantic extraction of names and Venetian addresses, which are crucial for downstream geocoding tasks.",page_75_semantic_1.csv=57.6; page_75_semantic_2.csv=57.6; page_75_semantic_3.csv=60.1,True,2026-06-09T19:00:21.057782
page_76,76,3,3,page_76_semantic_1.csv,TIER2,high,52.78,"Run 1 includes the most accurate and complete entries with Venetian addresses necessary for geocoding, while Run 2 contains incorrect addresses and Run 3 repeats content from Run 1 inaccurately.",page_76_semantic_1.csv=52.8; page_76_semantic_2.csv=51.8; page_76_semantic_3.csv=52.8,True,2026-06-09T19:00:27.610509
page_77,77,3,3,page_77_semantic_1.csv,TIER2,medium,53.58,"Run 1 correctly matches the raw text information and retains Venetian addresses, unlike Run 2 which contains incorrect addresses.",page_77_semantic_1.csv=53.6; page_77_semantic_2.csv=53.6; page_77_semantic_3.csv=53.6,True,2026-06-09T19:00:35.339838
page_78,78,3,3,page_78_semantic_2.csv,TIER2,high,55.65,"Run 2 accurately captures the names, addresses, roles, and institutions without extraneous errors or irrelevant information, ensuring the best semantic extraction for geocoding purposes.",page_78_semantic_1.csv=55.6; page_78_semantic_2.csv=55.6; page_78_semantic_3.csv=56.5,True,2026-06-09T19:00:42.866321
page_79,79,3,3,page_79_semantic_3.csv,TIER2,medium,59.18,"Run 3 captures the most accurate names and addresses, especially with Venetian addresses, despite some minor typos.",page_79_semantic_1.csv=59.3; page_79_semantic_2.csv=59.3; page_79_semantic_3.csv=59.2,True,2026-06-09T19:00:50.754211
page_80,80,3,3,page_80_semantic_1.csv,TIER2,high,54.88,"Run 1 contains the most accurate and complete extraction of Venetian addresses critical for geocoding, with correct names and roles.",page_80_semantic_1.csv=54.9; page_80_semantic_2.csv=54.9; page_80_semantic_3.csv=55.4,True,2026-06-09T19:00:57.760831
page_81,81,3,3,page_81_semantic_1.csv,TIER2,high,57.41,"Run 1 is the most complete, capturing all relevant names and addresses with minimal errors.",page_81_semantic_1.csv=57.4; page_81_semantic_2.csv=57.4; page_81_semantic_3.csv=57.4,True,2026-06-09T19:01:04.878283
page_82,82,3,3,page_82_semantic_3.csv,TIER2,high,52.74,"Run 3 accurately captures addresses and organizational data important for geocoding, with completeness and accuracy exceeding others.",page_82_semantic_1.csv=52.7; page_82_semantic_2.csv=53.7; page_82_semantic_3.csv=52.7,True,2026-06-09T19:01:12.668255
page_83,83,3,3,page_83_semantic_3.csv,TIER2,medium,51.5,"Run 3 captures more addresses in a structured format with fewer errors, but both runs 1 and 3 have some incorrect roles and professions which reduces confidence.",page_83_semantic_1.csv=51.5; page_83_semantic_2.csv=53.3; page_83_semantic_3.csv=51.5,True,2026-06-09T19:01:20.378979
page_84,84,3,3,page_84_semantic_1.csv,TIER2,high,58.61,"Run 1 contains the most complete and accurate set of Venetian addresses with clearly defined roles and profession fields, making it most valuable for geocoding tasks.",page_84_semantic_1.csv=58.6; page_84_semantic_2.csv=58.6; page_84_semantic_3.csv=60.5,True,2026-06-09T19:01:26.564226
page_85,85,3,3,page_85_semantic_3.csv,TIER2,high,53.81,Run 3 contains the most complete and accurate extraction with Venetian addresses and roles correctly assigned.,page_85_semantic_1.csv=54.1; page_85_semantic_2.csv=54.1; page_85_semantic_3.csv=53.8,True,2026-06-09T19:01:33.059208
page_86,86,3,3,page_86_semantic_1.csv,TIER2,medium,67.89,"Run 1 has the most complete set of addresses and roles with fewer location errors, despite some missing detail in additional info.",page_86_semantic_1.csv=67.9; page_86_semantic_2.csv=74.8; page_86_semantic_3.csv=68.1,True,2026-06-09T19:01:40.521069
page_87,87,3,3,page_87_semantic_2.csv,TIER2,medium,58.55,Run 2 has fewer errors in name transcription and includes profession details that enhance the extraction's completeness and accuracy.,page_87_semantic_1.csv=58.3; page_87_semantic_2.csv=58.5; page_87_semantic_3.csv=58.3,True,2026-06-09T19:01:47.587042
page_88,88,3,3,page_88_semantic_1.csv,TIER2,high,55.91,"Run 1 best captures the content with accurate names and locations, without incorrectly listing 'Curia Patriarcale' in the addresses, thus providing the most useful information for geocoding tasks.",page_88_semantic_1.csv=55.9; page_88_semantic_2.csv=55.9; page_88_semantic_3.csv=55.9,True,2026-06-09T19:01:55.472054
page_89,89,3,3,page_89_semantic_1.csv,TIER2,medium,52.97,"Run 1 captures the names, roles, and addresses without unnecessary repetition, aligning more closely with the OCR text details, though no run perfectly extracts Venetian addresses needed for geocoding.",page_89_semantic_1.csv=53.0; page_89_semantic_2.csv=53.0; page_89_semantic_3.csv=53.0,True,2026-06-09T19:02:03.257758
page_90,90,3,3,page_90_semantic_1.csv,TIER2,high,57.86,"Run 1 best preserves the accurate details of names, addresses, roles, and matches them semantically with the OCR text, without introducing additional inaccurate data like irrelevant locations or professions present in other runs.",page_90_semantic_1.csv=57.9; page_90_semantic_2.csv=57.9; page_90_semantic_3.csv=58.1,True,2026-06-09T19:02:09.910405
page_91,91,3,3,page_91_semantic_1.csv,TIER2,medium,56.21,"Run 1 captures the roles and addresses with fewer errors than Run 3, despite the misplacing of 'Pietro Apostolo' which is not an intended location.",page_91_semantic_1.csv=56.2; page_91_semantic_2.csv=56.2; page_91_semantic_3.csv=56.1,True,2026-06-09T19:02:16.944492
